ClaveFecha;Año;NúmeroMes;Mes;Trimestre;AñoTrimestre;AñoMes;NúmeroDíaSemana;DíaSemana;NúmeroDíaMes;EsFinDeSemana;NúmeroSemana
10/05/2025;2025;5;mayo;T2;2025-T2;2025-05;6;sábado;10;VERDADERO;19
11/05/2025;2025;5;mayo;T2;2025-T2;2025-05;7;domingo;11;VERDADERO;20
12/05/2025;2025;5;mayo;T2;2025-T2;2025-05;1;lunes;12;FALSO;20
13/05/2025;2025;5;mayo;T2;2025-T2;2025-05;2;martes;13;FALSO;20
14/05/2025;2025;5;mayo;T2;2025-T2;2025-05;3;miércoles;14;FALSO;20
15/05/2025;2025;5;mayo;T2;2025-T2;2025-05;4;jueves;15;FALSO;20
16/05/2025;2025;5;mayo;T2;2025-T2;2025-05;5;viernes;16;FALSO;20
17/05/2025;2025;5;mayo;T2;2025-T2;2025-05;6;sábado;17;VERDADERO;20
18/05/2025;2025;5;mayo;T2;2025-T2;2025-05;7;domingo;18;VERDADERO;21
19/05/2025;2025;5;mayo;T2;2025-T2;2025-05;1;lunes;19;FALSO;21
20/05/2025;2025;5;mayo;T2;2025-T2;2025-05;2;martes;20;FALSO;21
21/05/2025;2025;5;mayo;T2;2025-T2;2025-05;3;miércoles;21;FALSO;21
22/05/2025;2025;5;mayo;T2;2025-T2;2025-05;4;jueves;22;FALSO;21
23/05/2025;2025;5;mayo;T2;2025-T2;2025-05;5;viernes;23;FALSO;21
24/05/2025;2025;5;mayo;T2;2025-T2;2025-05;6;sábado;24;VERDADERO;21
25/05/2025;2025;5;mayo;T2;2025-T2;2025-05;7;domingo;25;VERDADERO;22
26/05/2025;2025;5;mayo;T2;2025-T2;2025-05;1;lunes;26;FALSO;22
27/05/2025;2025;5;mayo;T2;2025-T2;2025-05;2;martes;27;FALSO;22
28/05/2025;2025;5;mayo;T2;2025-T2;2025-05;3;miércoles;28;FALSO;22
29/05/2025;2025;5;mayo;T2;2025-T2;2025-05;4;jueves;29;FALSO;22
30/05/2025;2025;5;mayo;T2;2025-T2;2025-05;5;viernes;30;FALSO;22
31/05/2025;2025;5;mayo;T2;2025-T2;2025-05;6;sábado;31;VERDADERO;22
1/06/2025;2025;6;junio;T2;2025-T2;2025-06;7;domingo;1;VERDADERO;23
2/06/2025;2025;6;junio;T2;2025-T2;2025-06;1;lunes;2;FALSO;23
3/06/2025;2025;6;junio;T2;2025-T2;2025-06;2;martes;3;FALSO;23
4/06/2025;2025;6;junio;T2;2025-T2;2025-06;3;miércoles;4;FALSO;23
5/06/2025;2025;6;junio;T2;2025-T2;2025-06;4;jueves;5;FALSO;23
6/06/2025;2025;6;junio;T2;2025-T2;2025-06;5;viernes;6;FALSO;23
7/06/2025;2025;6;junio;T2;2025-T2;2025-06;6;sábado;7;VERDADERO;23
8/06/2025;2025;6;junio;T2;2025-T2;2025-06;7;domingo;8;VERDADERO;24
9/06/2025;2025;6;junio;T2;2025-T2;2025-06;1;lunes;9;FALSO;24
10/06/2025;2025;6;junio;T2;2025-T2;2025-06;2;martes;10;FALSO;24
11/06/2025;2025;6;junio;T2;2025-T2;2025-06;3;miércoles;11;FALSO;24
12/06/2025;2025;6;junio;T2;2025-T2;2025-06;4;jueves;12;FALSO;24
13/06/2025;2025;6;junio;T2;2025-T2;2025-06;5;viernes;13;FALSO;24
14/06/2025;2025;6;junio;T2;2025-T2;2025-06;6;sábado;14;VERDADERO;24
15/06/2025;2025;6;junio;T2;2025-T2;2025-06;7;domingo;15;VERDADERO;25
16/06/2025;2025;6;junio;T2;2025-T2;2025-06;1;lunes;16;FALSO;25
17/06/2025;2025;6;junio;T2;2025-T2;2025-06;2;martes;17;FALSO;25
18/06/2025;2025;6;junio;T2;2025-T2;2025-06;3;miércoles;18;FALSO;25
19/06/2025;2025;6;junio;T2;2025-T2;2025-06;4;jueves;19;FALSO;25
20/06/2025;2025;6;junio;T2;2025-T2;2025-06;5;viernes;20;FALSO;25
21/06/2025;2025;6;junio;T2;2025-T2;2025-06;6;sábado;21;VERDADERO;25
22/06/2025;2025;6;junio;T2;2025-T2;2025-06;7;domingo;22;VERDADERO;26
23/06/2025;2025;6;junio;T2;2025-T2;2025-06;1;lunes;23;FALSO;26
24/06/2025;2025;6;junio;T2;2025-T2;2025-06;2;martes;24;FALSO;26
25/06/2025;2025;6;junio;T2;2025-T2;2025-06;3;miércoles;25;FALSO;26
26/06/2025;2025;6;junio;T2;2025-T2;2025-06;4;jueves;26;FALSO;26
27/06/2025;2025;6;junio;T2;2025-T2;2025-06;5;viernes;27;FALSO;26
28/06/2025;2025;6;junio;T2;2025-T2;2025-06;6;sábado;28;VERDADERO;26
29/06/2025;2025;6;junio;T2;2025-T2;2025-06;7;domingo;29;VERDADERO;27
30/06/2025;2025;6;junio;T2;2025-T2;2025-06;1;lunes;30;FALSO;27
1/07/2025;2025;7;julio;T3;2025-T3;2025-07;2;martes;1;FALSO;27
2/07/2025;2025;7;julio;T3;2025-T3;2025-07;3;miércoles;2;FALSO;27
3/07/2025;2025;7;julio;T3;2025-T3;2025-07;4;jueves;3;FALSO;27
4/07/2025;2025;7;julio;T3;2025-T3;2025-07;5;viernes;4;FALSO;27
5/07/2025;2025;7;julio;T3;2025-T3;2025-07;6;sábado;5;VERDADERO;27
6/07/2025;2025;7;julio;T3;2025-T3;2025-07;7;domingo;6;VERDADERO;28
7/07/2025;2025;7;julio;T3;2025-T3;2025-07;1;lunes;7;FALSO;28
8/07/2025;2025;7;julio;T3;2025-T3;2025-07;2;martes;8;FALSO;28
9/07/2025;2025;7;julio;T3;2025-T3;2025-07;3;miércoles;9;FALSO;28
10/07/2025;2025;7;julio;T3;2025-T3;2025-07;4;jueves;10;FALSO;28
11/07/2025;2025;7;julio;T3;2025-T3;2025-07;5;viernes;11;FALSO;28
12/07/2025;2025;7;julio;T3;2025-T3;2025-07;6;sábado;12;VERDADERO;28
13/07/2025;2025;7;julio;T3;2025-T3;2025-07;7;domingo;13;VERDADERO;29
14/07/2025;2025;7;julio;T3;2025-T3;2025-07;1;lunes;14;FALSO;29
15/07/2025;2025;7;julio;T3;2025-T3;2025-07;2;martes;15;FALSO;29
16/07/2025;2025;7;julio;T3;2025-T3;2025-07;3;miércoles;16;FALSO;29
17/07/2025;2025;7;julio;T3;2025-T3;2025-07;4;jueves;17;FALSO;29
18/07/2025;2025;7;julio;T3;2025-T3;2025-07;5;viernes;18;FALSO;29
19/07/2025;2025;7;julio;T3;2025-T3;2025-07;6;sábado;19;VERDADERO;29
20/07/2025;2025;7;julio;T3;2025-T3;2025-07;7;domingo;20;VERDADERO;30
21/07/2025;2025;7;julio;T3;2025-T3;2025-07;1;lunes;21;FALSO;30
22/07/2025;2025;7;julio;T3;2025-T3;2025-07;2;martes;22;FALSO;30
23/07/2025;2025;7;julio;T3;2025-T3;2025-07;3;miércoles;23;FALSO;30
24/07/2025;2025;7;julio;T3;2025-T3;2025-07;4;jueves;24;FALSO;30
25/07/2025;2025;7;julio;T3;2025-T3;2025-07;5;viernes;25;FALSO;30
26/07/2025;2025;7;julio;T3;2025-T3;2025-07;6;sábado;26;VERDADERO;30
27/07/2025;2025;7;julio;T3;2025-T3;2025-07;7;domingo;27;VERDADERO;31
28/07/2025;2025;7;julio;T3;2025-T3;2025-07;1;lunes;28;FALSO;31
29/07/2025;2025;7;julio;T3;2025-T3;2025-07;2;martes;29;FALSO;31
30/07/2025;2025;7;julio;T3;2025-T3;2025-07;3;miércoles;30;FALSO;31
31/07/2025;2025;7;julio;T3;2025-T3;2025-07;4;jueves;31;FALSO;31
1/08/2025;2025;8;agosto;T3;2025-T3;2025-08;5;viernes;1;FALSO;31
2/08/2025;2025;8;agosto;T3;2025-T3;2025-08;6;sábado;2;VERDADERO;31
3/08/2025;2025;8;agosto;T3;2025-T3;2025-08;7;domingo;3;VERDADERO;32
4/08/2025;2025;8;agosto;T3;2025-T3;2025-08;1;lunes;4;FALSO;32
5/08/2025;2025;8;agosto;T3;2025-T3;2025-08;2;martes;5;FALSO;32
6/08/2025;2025;8;agosto;T3;2025-T3;2025-08;3;miércoles;6;FALSO;32
7/08/2025;2025;8;agosto;T3;2025-T3;2025-08;4;jueves;7;FALSO;32
8/08/2025;2025;8;agosto;T3;2025-T3;2025-08;5;viernes;8;FALSO;32
9/08/2025;2025;8;agosto;T3;2025-T3;2025-08;6;sábado;9;VERDADERO;32
10/08/2025;2025;8;agosto;T3;2025-T3;2025-08;7;domingo;10;VERDADERO;33
11/08/2025;2025;8;agosto;T3;2025-T3;2025-08;1;lunes;11;FALSO;33
12/08/2025;2025;8;agosto;T3;2025-T3;2025-08;2;martes;12;FALSO;33
13/08/2025;2025;8;agosto;T3;2025-T3;2025-08;3;miércoles;13;FALSO;33
14/08/2025;2025;8;agosto;T3;2025-T3;2025-08;4;jueves;14;FALSO;33
15/08/2025;2025;8;agosto;T3;2025-T3;2025-08;5;viernes;15;FALSO;33
16/08/2025;2025;8;agosto;T3;2025-T3;2025-08;6;sábado;16;VERDADERO;33
17/08/2025;2025;8;agosto;T3;2025-T3;2025-08;7;domingo;17;VERDADERO;34
18/08/2025;2025;8;agosto;T3;2025-T3;2025-08;1;lunes;18;FALSO;34
19/08/2025;2025;8;agosto;T3;2025-T3;2025-08;2;martes;19;FALSO;34
20/08/2025;2025;8;agosto;T3;2025-T3;2025-08;3;miércoles;20;FALSO;34
21/08/2025;2025;8;agosto;T3;2025-T3;2025-08;4;jueves;21;FALSO;34
22/08/2025;2025;8;agosto;T3;2025-T3;2025-08;5;viernes;22;FALSO;34
23/08/2025;2025;8;agosto;T3;2025-T3;2025-08;6;sábado;23;VERDADERO;34
24/08/2025;2025;8;agosto;T3;2025-T3;2025-08;7;domingo;24;VERDADERO;35
25/08/2025;2025;8;agosto;T3;2025-T3;2025-08;1;lunes;25;FALSO;35
26/08/2025;2025;8;agosto;T3;2025-T3;2025-08;2;martes;26;FALSO;35
27/08/2025;2025;8;agosto;T3;2025-T3;2025-08;3;miércoles;27;FALSO;35
28/08/2025;2025;8;agosto;T3;2025-T3;2025-08;4;jueves;28;FALSO;35
29/08/2025;2025;8;agosto;T3;2025-T3;2025-08;5;viernes;29;FALSO;35
30/08/2025;2025;8;agosto;T3;2025-T3;2025-08;6;sábado;30;VERDADERO;35
31/08/2025;2025;8;agosto;T3;2025-T3;2025-08;7;domingo;31;VERDADERO;36
1/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;1;lunes;1;FALSO;36
2/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;2;martes;2;FALSO;36
3/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;3;miércoles;3;FALSO;36
4/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;4;jueves;4;FALSO;36
5/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;5;viernes;5;FALSO;36
6/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;6;sábado;6;VERDADERO;36
7/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;7;domingo;7;VERDADERO;37
8/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;1;lunes;8;FALSO;37
9/09/2025;2025;9;septiembre;T3;2025-T3;2025-09;2;martes;9;FALSO;37
